Generation,Fitness function uses,Best fitness,Average fitness,Median fitness,Worst Fitness,Population size,Std Population,Predicted class 1,Probability 1,Predicted class 2,Probability 2,Predicted class 3,Probability 3,Predicted class 4,Probability 4,Predicted class 5,Probability 5,crossover_function,selection_function,tournament_size,mutation_function,bounded_mutation_function,mutation_rate,mutation_variance,classes_to_avoid,max_change
165,6640,0.7242125272750854,0.6980985403060913,0.6978117227554321,0.6637496948242188,40,32.17554987470272,espresso,0.29617562890052795,cup,0.110379658639431,plate,0.022763926535844803,wooden_spoon,0.02036205492913723,coffeepot,0.011654299683868885,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
166,6680,0.7371872663497925,0.7025961875915527,0.7025942802429199,0.671352207660675,40,32.272701779757824,espresso,0.2813212275505066,cup,0.12502646446228027,plate,0.022455981001257896,wooden_spoon,0.018506431952118874,coffeepot,0.013203548267483711,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
167,6720,0.7378954887390137,0.7058318853378296,0.7029629945755005,0.677262544631958,40,32.51322795056637,espresso,0.27966687083244324,cup,0.12394068390130997,plate,0.022093884646892548,wooden_spoon,0.017560750246047974,coffeepot,0.013055078685283661,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
168,6760,0.7363340854644775,0.7065476179122925,0.7069237232208252,0.6776003241539001,40,31.782412961376405,espresso,0.2876291573047638,cup,0.10242943465709686,plate,0.024722401052713394,wooden_spoon,0.023964866995811462,coffeepot,0.011625522747635841,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
169,6800,0.7364654541015625,0.706982433795929,0.7048277854919434,0.6780710816383362,40,33.564810436525576,espresso,0.2857816815376282,cup,0.10701002925634384,plate,0.02463562600314617,wooden_spoon,0.022287556901574135,coffeepot,0.01150848064571619,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
170,6840,0.7470178604125977,0.715538501739502,0.7154891490936279,0.6733353137969971,40,33.0423977574125,espresso,0.2723729908466339,cup,0.10683880746364594,plate,0.022203577682375908,wooden_spoon,0.019429054111242294,coffeepot,0.01204348262399435,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
171,6880,0.744162917137146,0.7159889340400696,0.7148351669311523,0.6897397637367249,40,33.19680966859878,espresso,0.28182342648506165,cup,0.11104661226272583,wooden_spoon,0.026053108274936676,plate,0.0241452194750309,coffeepot,0.011401190422475338,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
172,6920,0.7490759491920471,0.7190046310424805,0.7201274633407593,0.6916838884353638,40,32.55086488705826,espresso,0.27013450860977173,cup,0.11417066305875778,plate,0.02306608483195305,wooden_spoon,0.019232958555221558,coffeepot,0.011983461678028107,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
173,6960,0.7574801445007324,0.7252417206764221,0.723678469657898,0.6960699558258057,40,32.00425977988242,espresso,0.2645484209060669,cup,0.10835679620504379,wooden_spoon,0.022049779072403908,plate,0.02190256491303444,coffeepot,0.012222967110574245,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
174,7000,0.7627987861633301,0.729087769985199,0.7309958934783936,0.6961583495140076,40,30.971121646376396,espresso,0.2552873194217682,cup,0.1169382631778717,plate,0.022035136818885803,wooden_spoon,0.018102698028087616,coffeepot,0.013018988072872162,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
175,7040,0.7579374313354492,0.7297853231430054,0.7305418252944946,0.6980922222137451,40,32.61588668089836,espresso,0.26047688722610474,cup,0.11307961493730545,plate,0.02085690386593342,wooden_spoon,0.01842988096177578,coffeepot,0.012051553465425968,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
176,7080,0.7642736434936523,0.7343277931213379,0.7352985143661499,0.6995285749435425,40,30.8740224712214,espresso,0.25548800826072693,cup,0.12184786051511765,plate,0.02177390642464161,wooden_spoon,0.01972951926290989,coffeepot,0.012828115373849869,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
177,7120,0.7663910388946533,0.7395809292793274,0.741005539894104,0.7179850339889526,40,30.933283091291422,espresso,0.25314369797706604,cup,0.1214219182729721,plate,0.022817740216851234,wooden_spoon,0.019516196101903915,coffeepot,0.013053951784968376,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
178,7160,0.7703471183776855,0.747552216053009,0.7475656270980835,0.7299965023994446,40,31.50281455620897,espresso,0.25262153148651123,cup,0.1321413367986679,plate,0.025623183697462082,wooden_spoon,0.022953379899263382,coffeepot,0.013674966059625149,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
179,7200,0.7685920000076294,0.7426767945289612,0.7411338090896606,0.7237444519996643,40,32.45685394869659,espresso,0.2515560984611511,cup,0.12295541167259216,plate,0.023798540234565735,wooden_spoon,0.02011341042816639,coffeepot,0.012633021920919418,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
180,7240,0.7746484875679016,0.7425042390823364,0.7418962121009827,0.7216277122497559,40,32.64216516248258,espresso,0.2472512573003769,cup,0.12339223176240921,plate,0.02509446069598198,wooden_spoon,0.021925168111920357,coffeepot,0.012774497270584106,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
181,7280,0.7761956453323364,0.7499560713768005,0.7500988245010376,0.7161036729812622,40,31.13496473280347,espresso,0.2450183779001236,cup,0.11408030986785889,plate,0.02303042635321617,wooden_spoon,0.021231884136795998,coffeepot,0.011663354933261871,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
182,7320,0.7841429114341736,0.756517767906189,0.7584661245346069,0.726689875125885,40,29.72187783779353,espresso,0.2368430644273758,cup,0.11923395097255707,plate,0.025201763957738876,wooden_spoon,0.020985832437872887,coffeepot,0.012385314330458641,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
183,7360,0.7851665616035461,0.7584516406059265,0.7594934105873108,0.7296435832977295,40,29.768655602746765,espresso,0.23610267043113708,cup,0.13272228837013245,plate,0.024133911356329918,wooden_spoon,0.021266423165798187,coffeepot,0.013990203849971294,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
184,7400,0.7924994826316833,0.7657182812690735,0.7651466131210327,0.739676833152771,40,30.1138779694687,espresso,0.2348240464925766,cup,0.12288977205753326,wooden_spoon,0.0273593682795763,plate,0.024802159518003464,coffeepot,0.013212572783231735,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
185,7440,0.7888035774230957,0.7675150036811829,0.7660197019577026,0.7442727088928223,40,29.456624205163394,espresso,0.2371552437543869,cup,0.12616385519504547,wooden_spoon,0.025929735973477364,plate,0.024655694141983986,coffeepot,0.01309056207537651,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
186,7480,0.7926633954048157,0.7715336084365845,0.7712596654891968,0.746819257736206,40,30.07464145943368,espresso,0.23653025925159454,cup,0.12102797627449036,wooden_spoon,0.02920721098780632,plate,0.025065645575523376,coffeepot,0.012548057362437248,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
187,7520,0.8016675710678101,0.7729235887527466,0.7765939235687256,0.7408931255340576,40,30.721280563469602,espresso,0.22604624927043915,cup,0.11948230117559433,wooden_spoon,0.02774837426841259,plate,0.02684776298701763,coffeepot,0.012119708582758904,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
188,7560,0.8001910448074341,0.7751129865646362,0.7760182619094849,0.7559953927993774,40,30.637652661117354,espresso,0.23062698543071747,cup,0.11732863634824753,wooden_spoon,0.030806897208094597,plate,0.025394335389137268,coffeepot,0.012173806317150593,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
189,7600,0.7982906103134155,0.7746232151985168,0.77447509765625,0.7500971555709839,40,30.35623910444591,espresso,0.23173554241657257,cup,0.1135210245847702,wooden_spoon,0.03004290722310543,plate,0.028462763875722885,coffeepot,0.012417115271091461,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
190,7640,0.8107749223709106,0.7787149548530579,0.7780518531799316,0.7449687123298645,40,29.80084004238754,espresso,0.2238323986530304,cup,0.11110854893922806,wooden_spoon,0.03461141511797905,plate,0.024824688211083412,coffeepot,0.012396911159157753,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
191,7680,0.8074421882629395,0.7829359173774719,0.7839477062225342,0.7532414197921753,40,29.313169382071653,espresso,0.2302308976650238,cup,0.10466112941503525,wooden_spoon,0.037654224783182144,plate,0.028632262721657753,coffeepot,0.013606224209070206,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
192,7720,0.81825852394104,0.7840522527694702,0.7829545736312866,0.7617765665054321,40,30.880217992263237,espresso,0.21264991164207458,cup,0.118042953312397,wooden_spoon,0.03091317042708397,plate,0.02395494654774666,coffeepot,0.01205782312899828,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
193,7760,0.8211613297462463,0.7889711856842041,0.7876611948013306,0.750954806804657,40,31.892663481834443,espresso,0.21350063383579254,cup,0.11855118721723557,wooden_spoon,0.03469076380133629,plate,0.0242155771702528,coffeepot,0.011705645360052586,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
194,7800,0.8200366497039795,0.7953817248344421,0.7995263338088989,0.765479564666748,40,32.641116840353426,espresso,0.20982447266578674,cup,0.11578003317117691,wooden_spoon,0.029874859377741814,plate,0.02663935162127018,coffeepot,0.011112023144960403,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
195,7840,0.8188372850418091,0.7950047254562378,0.7951220273971558,0.7724761962890625,40,33.158404904596786,espresso,0.21113237738609314,cup,0.11029668152332306,wooden_spoon,0.02995907887816429,plate,0.026935763657093048,coffeepot,0.0110996775329113,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
196,7880,0.819473385810852,0.8009492754936218,0.801531195640564,0.7791599035263062,40,32.304624985777295,espresso,0.21698740124702454,cup,0.1113855168223381,wooden_spoon,0.03648887947201729,plate,0.028069479390978813,coffeepot,0.010995985008776188,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
197,7920,0.8215973377227783,0.7999095916748047,0.8010987639427185,0.7592679262161255,40,31.430561795745,espresso,0.21236655116081238,cup,0.11302180588245392,wooden_spoon,0.03396795317530632,plate,0.028843119740486145,coffeepot,0.011445866897702217,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
198,7960,0.8351638317108154,0.8043856620788574,0.8068820834159851,0.7763386368751526,40,31.87372860312045,espresso,0.21868503093719482,cup,0.10826529562473297,wooden_spoon,0.053817544132471085,plate,0.025208517909049988,spatula,0.011933672241866589,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
199,8000,0.8355724811553955,0.811669647693634,0.8132511377334595,0.7832972407341003,40,31.73798996913124,espresso,0.21752500534057617,cup,0.10347700864076614,wooden_spoon,0.05306269973516464,plate,0.027742426842451096,spatula,0.01333302166312933,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
200,8040,0.8403796553611755,0.8124240636825562,0.8123856782913208,0.7795692682266235,40,30.596464622296867,espresso,0.2101612687110901,cup,0.11472966521978378,wooden_spoon,0.050536952912807465,plate,0.029385583475232124,coffeepot,0.010529487393796444,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
201,8080,0.8389768600463867,0.8121886253356934,0.8100705146789551,0.7915384769439697,40,31.192105594152725,espresso,0.2159937471151352,cup,0.10423266142606735,wooden_spoon,0.054961707442998886,plate,0.02546490915119648,spatula,0.012419477105140686,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
202,8120,0.8492429256439209,0.8157815933227539,0.815200686454773,0.7910082340240479,40,31.409364512076962,espresso,0.21369200944900513,cup,0.1047935038805008,wooden_spoon,0.06289511919021606,plate,0.024763906374573708,spatula,0.012652527540922165,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
203,8160,0.8418385982513428,0.8135631680488586,0.8135449886322021,0.7890146970748901,40,32.07772264527798,espresso,0.2193368524312973,cup,0.10168835520744324,wooden_spoon,0.0612003393471241,plate,0.025062195956707,spatula,0.012716946192085743,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
204,8200,0.8533397912979126,0.8173199892044067,0.8138599395751953,0.7911837100982666,40,31.43504351214362,espresso,0.21111974120140076,cup,0.10441780090332031,wooden_spoon,0.06449336558580399,plate,0.02442610263824463,spatula,0.0129072992131114,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
205,8240,0.849197506904602,0.8200687170028687,0.8190979361534119,0.7927811741828918,40,26.84958031132623,espresso,0.21611423790454865,cup,0.0989910215139389,wooden_spoon,0.06534598022699356,plate,0.025866633281111717,spatula,0.013350826688110828,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
206,8280,0.8421266674995422,0.8211679458618164,0.8188193440437317,0.7993728518486023,40,25.211088714712677,espresso,0.22080011665821075,cup,0.10212984681129456,wooden_spoon,0.06297857314348221,plate,0.023057589307427406,spatula,0.012789555825293064,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
207,8320,0.846423864364624,0.8172258138656616,0.8175565004348755,0.7918353080749512,40,27.59853851558855,espresso,0.21748250722885132,cup,0.0943160206079483,wooden_spoon,0.06389828026294708,plate,0.02695990540087223,spatula,0.012926717288792133,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
208,8360,0.8505229949951172,0.8169995546340942,0.8144626617431641,0.7867588400840759,40,30.06423516318818,espresso,0.21590596437454224,cup,0.09526003897190094,wooden_spoon,0.0664660856127739,plate,0.027938291430473328,spatula,0.012975091114640236,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
209,8400,0.8506554961204529,0.8184152841567993,0.8180901408195496,0.7889388799667358,40,28.82087698446051,espresso,0.22044900059700012,cup,0.10317865014076233,wooden_spoon,0.07110380381345749,plate,0.022397726774215698,spatula,0.015008853748440742,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
210,8440,0.8456063866615295,0.818703293800354,0.8193879723548889,0.7986241579055786,40,29.81473687967273,espresso,0.23267237842082977,cup,0.09613896161317825,wooden_spoon,0.07827331125736237,plate,0.02639932557940483,spatula,0.013437269255518913,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
211,8480,0.8579198718070984,0.8238012194633484,0.8252021074295044,0.7911330461502075,40,29.852289217339525,espresso,0.22515122592449188,cup,0.09340833872556686,wooden_spoon,0.08314242213964462,plate,0.027143118903040886,spatula,0.013852061703801155,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
212,8520,0.8531742095947266,0.8225635290145874,0.8207851648330688,0.7957429885864258,40,31.0853378544807,espresso,0.20674185454845428,cup,0.11250033229589462,wooden_spoon,0.059945061802864075,plate,0.022984011098742485,spatula,0.011783157475292683,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
213,8560,0.8508444428443909,0.8269033432006836,0.8263979554176331,0.8044091463088989,40,32.24211542952148,espresso,0.20884700119495392,cup,0.10596635937690735,wooden_spoon,0.05966218560934067,plate,0.02378993295133114,spatula,0.012731713242828846,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
214,8600,0.8618008494377136,0.8313894271850586,0.8304786682128906,0.8016808032989502,40,32.677914617070996,espresso,0.19859153032302856,cup,0.11116070300340652,wooden_spoon,0.06043985113501549,plate,0.02201037108898163,spatula,0.012412657029926777,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
215,8640,0.864983081817627,0.8356680870056152,0.8346500396728516,0.7989161014556885,40,32.18465346845326,espresso,0.20427770912647247,cup,0.10595609992742538,wooden_spoon,0.06921465694904327,plate,0.022155992686748505,spatula,0.012757504358887672,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
216,8680,0.8759365677833557,0.841546893119812,0.8418433666229248,0.8127992153167725,40,29.903885047278408,espresso,0.20272450149059296,cup,0.09954553842544556,wooden_spoon,0.07865570485591888,plate,0.021922459825873375,spatula,0.013389777392148972,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
217,8720,0.8726415634155273,0.8408493995666504,0.8389309644699097,0.810620129108429,40,28.75406030290392,espresso,0.20566321909427643,cup,0.09853360801935196,wooden_spoon,0.07831231504678726,plate,0.022354379296302795,spatula,0.012524891644716263,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
218,8760,0.8721789121627808,0.8408558964729309,0.8411059975624084,0.8060178160667419,40,29.677666480739344,espresso,0.20195578038692474,cup,0.1005910262465477,wooden_spoon,0.07414726167917252,plate,0.024641217663884163,spatula,0.012656589969992638,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
219,8800,0.8816630244255066,0.8432459831237793,0.8420081734657288,0.8164782524108887,40,28.79960505579291,espresso,0.1903756558895111,cup,0.09599768370389938,wooden_spoon,0.07200447469949722,plate,0.024509629234671593,spatula,0.013038959354162216,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
220,8840,0.8859813213348389,0.8497813940048218,0.8495191931724548,0.8046572804450989,40,28.40312093246075,espresso,0.19861456751823425,cup,0.10036229342222214,wooden_spoon,0.08460578322410583,plate,0.02364964224398136,spatula,0.013662831857800484,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
221,8880,0.8897453546524048,0.8501413464546204,0.8490399122238159,0.8288857936859131,40,26.48042488613277,espresso,0.20097815990447998,cup,0.09413114190101624,wooden_spoon,0.09074016660451889,plate,0.023247860372066498,spatula,0.013609607703983784,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
222,8920,0.8826040625572205,0.8541733026504517,0.8536335229873657,0.8265087604522705,40,27.858777111657435,espresso,0.19937554001808167,cup,0.09057576954364777,wooden_spoon,0.0820164903998375,plate,0.025183290243148804,spatula,0.014497500844299793,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
223,8960,0.8841251730918884,0.8558686375617981,0.8593186140060425,0.82918381690979,40,29.231651149380035,espresso,0.20906759798526764,wooden_spoon,0.093149833381176,cup,0.09265023469924927,plate,0.0248702485114336,spatula,0.013863174244761467,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
224,9000,0.8935939073562622,0.8570443987846375,0.8571181893348694,0.824701726436615,40,30.55390454710372,espresso,0.18669076263904572,cup,0.11193522065877914,wooden_spoon,0.08028294146060944,plate,0.025100016966462135,spatula,0.01146647334098816,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
225,9040,0.879237174987793,0.8538376092910767,0.8540056943893433,0.8126629590988159,40,31.77139537647407,espresso,0.21079222857952118,wooden_spoon,0.09003107249736786,cup,0.08975250273942947,plate,0.025035332888364792,spatula,0.015830477699637413,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
226,9080,0.8872987627983093,0.8546886444091797,0.8557198643684387,0.8086155652999878,40,32.986008581200736,espresso,0.19715973734855652,cup,0.10620643943548203,wooden_spoon,0.0844784751534462,plate,0.023313788697123528,spatula,0.011978436261415482,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
227,9120,0.9023249745368958,0.8617620468139648,0.8623883724212646,0.8307813405990601,40,34.19890037541842,espresso,0.19773860275745392,wooden_spoon,0.0999956801533699,cup,0.08927417546510696,plate,0.024854684248566628,spatula,0.015747541561722755,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
228,9160,0.9025999903678894,0.861545205116272,0.8603017330169678,0.8146949410438538,40,34.78798610573725,espresso,0.19680728018283844,wooden_spoon,0.0994189977645874,cup,0.09273866564035416,plate,0.024333374574780464,spatula,0.01527040172368288,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
229,9200,0.9083061218261719,0.8605474233627319,0.8590908050537109,0.836819052696228,40,35.237255488914386,espresso,0.1942514330148697,wooden_spoon,0.10256107896566391,cup,0.10010245442390442,plate,0.024748507887125015,spatula,0.01489237416535616,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
230,9240,0.9113864898681641,0.8623110055923462,0.8597595691680908,0.8340355753898621,40,36.102110986066684,espresso,0.18826252222061157,wooden_spoon,0.09963779896497726,cup,0.09154685586690903,plate,0.02678062580525875,spatula,0.01590418629348278,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
231,9280,0.9082055687904358,0.8663753271102905,0.867254376411438,0.8262163400650024,40,36.97514582166209,espresso,0.19039888679981232,wooden_spoon,0.09869129210710526,cup,0.09147805720567703,plate,0.026932625100016594,spatula,0.014924031682312489,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
232,9320,0.9110063314437866,0.8722108006477356,0.8722717761993408,0.827019214630127,40,36.675964207650345,espresso,0.20540744066238403,wooden_spoon,0.11641113460063934,cup,0.0831972286105156,plate,0.028587227687239647,spatula,0.017780650407075882,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
233,9360,0.9094938635826111,0.8758372068405151,0.8784934878349304,0.8328186273574829,40,34.88971985469523,espresso,0.1893608123064041,wooden_spoon,0.09883260726928711,cup,0.09832344949245453,plate,0.024904755875468254,spatula,0.015313352458178997,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
234,9400,0.9097892642021179,0.8717066049575806,0.8717124462127686,0.8218621015548706,40,37.55025573477363,espresso,0.19673706591129303,wooden_spoon,0.10657232999801636,cup,0.08776257932186127,plate,0.026749642565846443,spatula,0.017262764275074005,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
235,9440,0.9265462756156921,0.8750438690185547,0.8747023940086365,0.8379197120666504,40,37.77504063523872,espresso,0.19065739214420319,wooden_spoon,0.11723924428224564,cup,0.08388220518827438,plate,0.02599923126399517,spatula,0.01736072078347206,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
236,9480,0.9327718019485474,0.8815499544143677,0.8759939670562744,0.8268526792526245,40,37.87323139252741,espresso,0.19428914785385132,wooden_spoon,0.12713728845119476,cup,0.08522755652666092,plate,0.023142820224165916,spatula,0.0173588078469038,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
237,9520,0.9656491279602051,0.8974730372428894,0.9001675844192505,0.8463454246520996,40,34.44618051048182,espresso,0.18420980870723724,wooden_spoon,0.14988896250724792,cup,0.07922632992267609,plate,0.02299458160996437,spatula,0.017901338636875153,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
238,9560,0.9690708518028259,0.914924144744873,0.911484956741333,0.8675312995910645,40,33.75267210272988,espresso,0.19012698531150818,wooden_spoon,0.15933048725128174,cup,0.08025890588760376,plate,0.0231135506182909,spatula,0.017102740705013275,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
239,9600,0.9737696051597595,0.9188356399536133,0.9149030447006226,0.8764247894287109,40,34.04938420916351,espresso,0.19197984039783478,wooden_spoon,0.1657242327928543,cup,0.07727676630020142,plate,0.022843141108751297,spatula,0.01682126522064209,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
240,9640,1.017014503479004,0.923981785774231,0.9235296845436096,0.8331106901168823,40,30.71348623214952,wooden_spoon,0.20167671144008636,espresso,0.18463467061519623,cup,0.06761185824871063,plate,0.02353081665933132,spatula,0.016144059598445892,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
241,9680,1.0288101434707642,0.9445923566818237,0.9421531558036804,0.9032747149467468,40,27.58258692122066,wooden_spoon,0.20987071096897125,espresso,0.18099269270896912,cup,0.0684966966509819,plate,0.024331511929631233,spatula,0.017681647092103958,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
242,9720,1.0500469207763672,0.959018349647522,0.9496968984603882,0.8902795314788818,40,29.93397514590101,wooden_spoon,0.23046307265758514,espresso,0.18035544455051422,cup,0.06879457831382751,plate,0.024436218664050102,spatula,0.016578180715441704,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
243,9760,1.0465128421783447,0.9748185873031616,0.9723881483078003,0.897540271282196,40,27.9218641525649,wooden_spoon,0.2259812355041504,espresso,0.17947743833065033,cup,0.06335356086492538,plate,0.023028550669550896,spatula,0.018590876832604408,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
244,9800,1.087439775466919,0.989587664604187,0.9905612468719482,0.9209305644035339,40,24.674995405663985,wooden_spoon,0.27676841616630554,espresso,0.18909242749214172,cup,0.057643480598926544,plate,0.021924752742052078,spatula,0.015898866578936577,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
245,9840,1.064219355583191,1.005911111831665,1.006514549255371,0.9574758410453796,40,26.57504925617734,wooden_spoon,0.23762601613998413,espresso,0.17343707382678986,cup,0.06516288220882416,plate,0.02367541193962097,spatula,0.018105121329426765,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
246,9880,1.0887385606765747,1.0187463760375977,1.0198729038238525,0.9463611245155334,40,27.693987434278,wooden_spoon,0.26397550106048584,espresso,0.1752074658870697,cup,0.05886773392558098,plate,0.023237939924001694,spatula,0.01909146085381508,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
247,9920,1.0886452198028564,1.0283408164978027,1.02475905418396,0.9902926683425903,40,28.8415081134611,wooden_spoon,0.25778794288635254,espresso,0.1691063493490219,cup,0.06044558808207512,plate,0.023911595344543457,spatula,0.017667660489678383,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
248,9960,1.0900410413742065,1.0337927341461182,1.0301802158355713,0.9814571142196655,40,30.31103256224755,wooden_spoon,0.27010539174079895,espresso,0.17997804284095764,cup,0.05999763309955597,plate,0.02281702309846878,spatula,0.018010752275586128,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
249,10000,1.08420991897583,1.0388660430908203,1.0431873798370361,0.9768688082695007,40,29.499276462284115,wooden_spoon,0.271819531917572,espresso,0.18760305643081665,cup,0.0582764707505703,plate,0.023794174194335938,spatula,0.01896773651242256,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
