Generation,Fitness function uses,Best fitness,Average fitness,Median fitness,Worst Fitness,Population size,Std Population,Predicted class 1,Probability 1,Predicted class 2,Probability 2,Predicted class 3,Probability 3,Predicted class 4,Probability 4,Predicted class 5,Probability 5,crossover_function,selection_function,tournament_size,mutation_function,mutation_rate,mutation_variance,classes_to_avoid,max_change
83,5880,0.612358570098877,0.5808602571487427,0.5808588862419128,0.5522167086601257,70,37.07246380486365,espresso,0.40410783886909485,cup,0.07904810458421707,plate,0.0191692803055048,wooden_spoon,0.01648261770606041,coffeepot,0.0083110136911273,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
84,5950,0.6161403656005859,0.5848004817962646,0.5864983797073364,0.5360841751098633,70,39.369283991533166,espresso,0.40113964676856995,cup,0.08372168242931366,plate,0.023088382557034492,wooden_spoon,0.01732858270406723,chocolate_sauce,0.007738206535577774,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
85,6020,0.6278784275054932,0.5859886407852173,0.5857451558113098,0.5495963096618652,70,40.687765692230265,espresso,0.3907630145549774,cup,0.08999092876911163,plate,0.019860107451677322,wooden_spoon,0.018613848835229874,chocolate_sauce,0.009508966468274593,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
86,6090,0.631111204624176,0.5887268781661987,0.5885001420974731,0.5441910028457642,70,41.46781494161092,espresso,0.39032259583473206,cup,0.09063206613063812,wooden_spoon,0.021406788378953934,plate,0.020249929279088974,chocolate_sauce,0.009969177655875683,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
87,6160,0.6284582614898682,0.5946605205535889,0.5946520566940308,0.5632176399230957,70,41.78148089312871,espresso,0.3881310224533081,cup,0.090156190097332,plate,0.01927849091589451,wooden_spoon,0.016612200066447258,chocolate_sauce,0.009668872691690922,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
88,6230,0.6295000314712524,0.6001486778259277,0.600281834602356,0.5653037428855896,70,42.029257638244616,espresso,0.38876059651374817,cup,0.09163220971822739,plate,0.02065863646566868,wooden_spoon,0.018306367099285126,chocolate_sauce,0.008149857632815838,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
89,6300,0.6291898488998413,0.6004828810691833,0.600567638874054,0.5683576464653015,70,41.93659574086937,espresso,0.3876783847808838,cup,0.09150461852550507,plate,0.01900148019194603,wooden_spoon,0.016875572502613068,coffeepot,0.009056445211172104,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
90,6370,0.6364387273788452,0.6014912128448486,0.6004242897033691,0.5715150237083435,70,42.99878729781169,espresso,0.37829238176345825,cup,0.09807877987623215,plate,0.01871606335043907,wooden_spoon,0.014715692028403282,chocolate_sauce,0.008403032086789608,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
91,6440,0.6533211469650269,0.6067677140235901,0.6069037318229675,0.5708651542663574,70,44.258206332602946,espresso,0.36497387290000916,cup,0.09042287617921829,plate,0.020538803189992905,wooden_spoon,0.018285777419805527,chocolate_sauce,0.009856111370027065,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
92,6510,0.6486314535140991,0.6065258979797363,0.6044944524765015,0.5652864575386047,70,44.387028933869175,espresso,0.36921635270118713,cup,0.09207330644130707,plate,0.020008888095617294,wooden_spoon,0.017840838059782982,chocolate_sauce,0.009523860178887844,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
93,6580,0.653420090675354,0.6122146844863892,0.6117243766784668,0.5734121799468994,70,42.004563316285065,espresso,0.3687403202056885,cup,0.08386693894863129,wooden_spoon,0.022175505757331848,plate,0.019404610618948936,chocolate_sauce,0.01026531495153904,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
94,6650,0.664377748966217,0.6166155934333801,0.6172306537628174,0.5572057962417603,70,41.69824273350337,espresso,0.35445502400398254,cup,0.08367373049259186,plate,0.019318340346217155,wooden_spoon,0.018842969089746475,chocolate_sauce,0.009094439446926117,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
95,6720,0.6767387390136719,0.6234051585197449,0.6223229169845581,0.5952766537666321,70,40.57136249477101,espresso,0.3473895192146301,cup,0.0809955969452858,wooden_spoon,0.024099793285131454,plate,0.02157718315720558,chocolate_sauce,0.009171622805297375,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
96,6790,0.682115912437439,0.6347675323486328,0.6372275948524475,0.5787057876586914,70,39.94235357407168,espresso,0.34567350149154663,cup,0.08040004968643188,wooden_spoon,0.027786852791905403,plate,0.022708572447299957,chocolate_sauce,0.010349473915994167,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
97,6860,0.6840163469314575,0.64539635181427,0.6446252465248108,0.6096034049987793,70,40.82396831850664,espresso,0.34371766448020935,cup,0.0791994109749794,wooden_spoon,0.027785399928689003,plate,0.021741224452853203,chocolate_sauce,0.010333552956581116,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
98,6930,0.6930056214332581,0.653552770614624,0.6555746793746948,0.6246708631515503,70,40.439557589855056,espresso,0.3375420570373535,cup,0.07614512741565704,wooden_spoon,0.0305570587515831,plate,0.023943578824400902,chocolate_sauce,0.010538948699831963,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
99,7000,0.6998659372329712,0.6606821417808533,0.6560133695602417,0.6318380832672119,70,36.407088109931344,espresso,0.3308884799480438,cup,0.07927196472883224,wooden_spoon,0.030809639021754265,plate,0.024272654205560684,chocolate_sauce,0.011242547072470188,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
100,7070,0.6983339190483093,0.6676271557807922,0.6677619814872742,0.624297022819519,70,35.55349496879021,espresso,0.3304028809070587,cup,0.07977211475372314,wooden_spoon,0.02872186340391636,plate,0.02314354106783867,chocolate_sauce,0.01112558227032423,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
101,7140,0.7070110440254211,0.6729766130447388,0.6726664304733276,0.6335754990577698,70,35.105474677665995,espresso,0.3239994943141937,cup,0.07624302804470062,wooden_spoon,0.031041955575346947,plate,0.023836638778448105,chocolate_sauce,0.01116660051047802,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
102,7210,0.7126152515411377,0.6705380082130432,0.672301173210144,0.6199942827224731,70,33.504344148557124,espresso,0.32137688994407654,cup,0.07596167176961899,wooden_spoon,0.03402381017804146,plate,0.023278599604964256,chocolate_sauce,0.009909064508974552,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
103,7280,0.7102447748184204,0.6747140884399414,0.6753012537956238,0.6394274830818176,70,34.745644235786635,espresso,0.32401472330093384,cup,0.07422076910734177,wooden_spoon,0.03430676832795143,plate,0.023400606587529182,chocolate_sauce,0.011047059670090675,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
104,7350,0.7071894407272339,0.6763169169425964,0.6760185956954956,0.646337628364563,70,35.91025048953705,espresso,0.32847386598587036,cup,0.07813598960638046,wooden_spoon,0.0356498546898365,plate,0.024341700598597527,chocolate_sauce,0.01109022181481123,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
105,7420,0.7177186012268066,0.6819821000099182,0.6809687614440918,0.645161509513855,70,38.00284722551452,espresso,0.3201138377189636,cup,0.0847543254494667,wooden_spoon,0.03784296661615372,plate,0.024572832509875298,chocolate_sauce,0.01121016126126051,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
106,7490,0.7305123805999756,0.6853843331336975,0.6842018365859985,0.647936224937439,70,39.72658296239029,espresso,0.3098451793193817,cup,0.08779343962669373,wooden_spoon,0.04034650698304176,plate,0.02384609915316105,chocolate_sauce,0.012350731529295444,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
107,7560,0.7333403825759888,0.6905441284179688,0.6892056465148926,0.6414798498153687,70,39.7825936079741,espresso,0.3102757930755615,cup,0.08263135701417923,wooden_spoon,0.04364787042140961,plate,0.023393476381897926,chocolate_sauce,0.012105677276849747,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
108,7630,0.7358068227767944,0.6990743279457092,0.7009227871894836,0.6458113193511963,70,40.87795253976414,espresso,0.3060835599899292,cup,0.08335589617490768,wooden_spoon,0.041920069605112076,plate,0.02611362561583519,chocolate_sauce,0.012609141878783703,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
109,7700,0.7409740686416626,0.7036664485931396,0.7043726444244385,0.6750117540359497,70,39.314233372711406,espresso,0.3052527606487274,cup,0.07845717668533325,wooden_spoon,0.046307459473609924,plate,0.025007113814353943,chocolate_sauce,0.0120385205373168,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
110,7770,0.7421552538871765,0.7094320058822632,0.7090420722961426,0.6525861620903015,70,38.31054469108983,espresso,0.3003470301628113,cup,0.07468845695257187,wooden_spoon,0.04250795394182205,plate,0.027470452710986137,chocolate_sauce,0.011484140530228615,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
111,7840,0.7581008076667786,0.7138063311576843,0.7136355638504028,0.6805912256240845,70,38.27060302236221,espresso,0.28548216819763184,cup,0.08009657263755798,wooden_spoon,0.04365511238574982,plate,0.026332197710871696,chocolate_sauce,0.011204765178263187,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
112,7910,0.7569193243980408,0.7196885943412781,0.7205519676208496,0.6670395135879517,70,38.90706878351821,espresso,0.2975296378135681,cup,0.08090420067310333,wooden_spoon,0.05446423962712288,plate,0.02911551296710968,chocolate_sauce,0.012997581623494625,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
113,7980,0.7609211802482605,0.7239133715629578,0.7216154932975769,0.6915813684463501,70,40.0363277260313,espresso,0.2959991693496704,cup,0.0780378058552742,wooden_spoon,0.05693870782852173,plate,0.028495388105511665,chocolate_sauce,0.01392276119440794,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
114,8050,0.7672896385192871,0.7266762256622314,0.7292392253875732,0.675922691822052,70,40.988391495790225,espresso,0.2970786392688751,cup,0.08096718043088913,wooden_spoon,0.06437505781650543,plate,0.032312244176864624,chocolate_sauce,0.014417042024433613,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
115,8120,0.7622957229614258,0.7296283841133118,0.7323487997055054,0.6805167198181152,70,41.20329506785051,espresso,0.29564526677131653,cup,0.08235976845026016,wooden_spoon,0.057955868542194366,plate,0.02287611924111843,chocolate_sauce,0.011820252053439617,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
116,8190,0.783090353012085,0.7374580502510071,0.739942193031311,0.6765803098678589,70,39.98549120125291,espresso,0.29635465145111084,cup,0.08387470245361328,wooden_spoon,0.07941482961177826,plate,0.030785104259848595,chocolate_sauce,0.015365657396614552,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
117,8260,0.7967828512191772,0.7442134022712708,0.7435781359672546,0.6857495307922363,70,42.19293741953725,espresso,0.27853989601135254,wooden_spoon,0.07531321048736572,cup,0.06824897974729538,plate,0.02736651711165905,chocolate_sauce,0.013333490118384361,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
118,8330,0.8224776387214661,0.7528142929077148,0.7486196756362915,0.7058477401733398,70,42.93470228151266,espresso,0.2641817331314087,wooden_spoon,0.08668667823076248,cup,0.08332205563783646,plate,0.03117421641945839,chocolate_sauce,0.01341913640499115,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
119,8400,0.8126802444458008,0.7643147706985474,0.7617173790931702,0.7176729440689087,70,42.004303125032735,espresso,0.2677809000015259,wooden_spoon,0.08052318543195724,cup,0.07888668775558472,plate,0.03367321565747261,chocolate_sauce,0.013837629929184914,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
120,8470,0.8397912979125977,0.7700601816177368,0.7700455784797668,0.7260169982910156,70,41.02704828104812,espresso,0.2533310353755951,wooden_spoon,0.09307443350553513,cup,0.08330771327018738,plate,0.03420862555503845,chocolate_sauce,0.013450019992887974,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
121,8540,0.8427280187606812,0.7808494567871094,0.7781811356544495,0.7255167961120605,70,40.79082592634311,espresso,0.25901341438293457,wooden_spoon,0.10179993510246277,cup,0.07763782888650894,plate,0.03130514919757843,chocolate_sauce,0.013514228165149689,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
122,8610,0.8493601083755493,0.7993809580802917,0.7997883558273315,0.751038134098053,70,38.1684024232977,espresso,0.25701427459716797,wooden_spoon,0.106426902115345,cup,0.07195931673049927,plate,0.029382212087512016,chocolate_sauce,0.012887710705399513,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
123,8680,0.8636870384216309,0.8099388480186462,0.8094354867935181,0.7596467733383179,70,34.740238861653594,espresso,0.25296735763549805,wooden_spoon,0.11667684465646744,cup,0.07819575816392899,plate,0.032180383801460266,spatula,0.013844283297657967,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
124,8750,0.8702764511108398,0.8165211081504822,0.8151684999465942,0.7742831110954285,70,34.46420286088856,espresso,0.24913319945335388,wooden_spoon,0.1194862425327301,cup,0.07689344137907028,plate,0.03127136081457138,spatula,0.013437094166874886,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
125,8820,0.8791077136993408,0.8198920488357544,0.819494366645813,0.7801781892776489,70,33.93352657470858,espresso,0.2657347023487091,wooden_spoon,0.14488239586353302,cup,0.06320159882307053,plate,0.029705679044127464,spatula,0.014168198220431805,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
126,8890,0.8634555339813232,0.8230047225952148,0.8244040012359619,0.763068437576294,70,33.11259242939829,espresso,0.24787911772727966,wooden_spoon,0.11132210493087769,cup,0.07383634895086288,plate,0.02875959500670433,chocolate_sauce,0.013148505240678787,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
127,8960,0.884894847869873,0.8344680070877075,0.8349370956420898,0.7922022342681885,70,33.77093434798458,espresso,0.2648678421974182,wooden_spoon,0.14974276721477509,cup,0.06490273773670197,plate,0.030941475182771683,spatula,0.015416751615703106,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
128,9030,0.9018557071685791,0.8386833667755127,0.8401350975036621,0.7802044153213501,70,34.0687473222004,espresso,0.24869734048843384,wooden_spoon,0.15061989426612854,cup,0.0624842643737793,plate,0.03102884627878666,chocolate_sauce,0.013025946915149689,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
129,9100,0.9022348523139954,0.845427393913269,0.8437422513961792,0.7945778965950012,70,35.86382242544648,espresso,0.24604304134845734,wooden_spoon,0.1482185274362564,cup,0.06033046543598175,plate,0.029975805431604385,spatula,0.01401444710791111,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
130,9170,0.9099597930908203,0.8496477603912354,0.8511024117469788,0.7871551513671875,70,33.765728006005624,espresso,0.24908562004566193,wooden_spoon,0.15911701321601868,cup,0.05954086780548096,plate,0.034553464502096176,spatula,0.012403693981468678,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
131,9240,0.9136238694190979,0.8567082285881042,0.8569756746292114,0.7999700903892517,70,34.06340639083045,espresso,0.2578156590461731,wooden_spoon,0.17138081789016724,cup,0.06379400938749313,plate,0.03147303685545921,spatula,0.012595952488481998,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
132,9310,0.9174697399139404,0.8614478707313538,0.8617130517959595,0.8046838641166687,70,35.4665246911084,espresso,0.2552229166030884,wooden_spoon,0.17269404232501984,cup,0.05919544771313667,plate,0.03144528716802597,spatula,0.012640888802707195,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
133,9380,0.9257775545120239,0.8682056069374084,0.8699114322662354,0.8146577477455139,70,36.688416219679056,espresso,0.2385207861661911,wooden_spoon,0.1643816977739334,cup,0.06323270499706268,plate,0.0332571305334568,spatula,0.011889264918863773,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
134,9450,0.9236428737640381,0.872675359249115,0.8697086572647095,0.8139945864677429,70,37.000643664599856,espresso,0.24550186097621918,wooden_spoon,0.1691817045211792,cup,0.06310435384511948,plate,0.034052375704050064,spatula,0.012697367928922176,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
135,9520,0.9557167887687683,0.8818586468696594,0.8824799060821533,0.8142518997192383,70,37.49119212710973,espresso,0.2505345344543457,wooden_spoon,0.20634043216705322,cup,0.05762074142694473,plate,0.028023265302181244,spatula,0.014154651202261448,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
136,9590,0.9689027667045593,0.8864148855209351,0.883510172367096,0.7876111268997192,70,37.374706223034124,espresso,0.23643241822719574,wooden_spoon,0.20527808368206024,cup,0.058743979781866074,plate,0.0325033962726593,spatula,0.01448128279298544,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
137,9660,0.9797779321670532,0.8987299799919128,0.8992844223976135,0.8247624039649963,70,38.06635506895899,espresso,0.23285803198814392,wooden_spoon,0.21271878480911255,cup,0.05659523606300354,plate,0.030468929558992386,spatula,0.013934113085269928,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
138,9730,0.9617062211036682,0.9073708057403564,0.9091230630874634,0.8307493925094604,70,38.00904116054,espresso,0.24193565547466278,wooden_spoon,0.20365798473358154,cup,0.05955096706748009,plate,0.028904244303703308,spatula,0.014337386935949326,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
139,9800,0.9919876456260681,0.9154736995697021,0.9146357178688049,0.8418557047843933,70,38.68314345279692,espresso,0.24734582006931305,wooden_spoon,0.23929710686206818,cup,0.051604341715574265,plate,0.026599915698170662,spatula,0.014488456770777702,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
140,9870,1.01124906539917,0.9356209635734558,0.933683454990387,0.8583542108535767,70,39.53442210803665,wooden_spoon,0.2337154895067215,espresso,0.22241030633449554,cup,0.046427443623542786,plate,0.02892378345131874,spatula,0.01751364953815937,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
141,9940,1.0426928997039795,0.9508854746818542,0.9471186399459839,0.8627011775970459,70,40.41584328426845,wooden_spoon,0.27526116371154785,espresso,0.23249304294586182,cup,0.052911967039108276,plate,0.024443715810775757,spatula,0.013717079535126686,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
142,10010,1.0703662633895874,0.961911141872406,0.9584199786186218,0.8412131071090698,70,40.538944663146275,wooden_spoon,0.2907103896141052,espresso,0.22026120126247406,cup,0.05436473712325096,plate,0.026741746813058853,spatula,0.014486298896372318,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
143,10080,1.1117358207702637,0.9844309091567993,0.9773530960083008,0.8700834512710571,70,40.79405881733326,wooden_spoon,0.32740119099617004,espresso,0.2155495584011078,cup,0.040496934205293655,plate,0.026643725112080574,spatula,0.018096663057804108,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
144,10150,1.121339201927185,1.0204343795776367,1.0145328044891357,0.9200595617294312,70,40.30104454214968,wooden_spoon,0.3292694687843323,espresso,0.20779156684875488,cup,0.04400657117366791,plate,0.025791989639401436,spatula,0.01704213209450245,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
145,10220,1.1336402893066406,1.0441278219223022,1.0502901077270508,0.8870000839233398,70,38.633885268143935,wooden_spoon,0.3229132294654846,espresso,0.1890496015548706,cup,0.049683310091495514,plate,0.024902934208512306,spatula,0.018151313066482544,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
146,10290,1.2037172317504883,1.0658220052719116,1.0682580471038818,0.935698390007019,70,36.937303762164305,wooden_spoon,0.3793365955352783,espresso,0.17559902369976044,cup,0.03877725452184677,plate,0.024922726675868034,spatula,0.018480487167835236,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6,5,15
