Generation,Fitness function evaluations,Best fitness,Average fitness,Median fitness,Worst Fitness,Std Population,Predicted class 1,Probability 1,Predicted class 2,Probability 2,Predicted class 3,Probability 3,Predicted class 4,Probability 4,Predicted class 5,Probability 5
488,14670,1.5376498699188232,1.4907466173171997,1.484897255897522,1.4538308382034302,32.86017837776249,tiger_cat,0.5613064765930176,Egyptian_cat,0.03187699615955353,lynx,0.031099628657102585,tabby,0.0305051039904356,red_fox,0.023662328720092773
489,14700,1.5328741073608398,1.5018494129180908,1.5009201765060425,1.47249436378479,33.076357632267346,tiger_cat,0.553563117980957,Egyptian_cat,0.035897646099328995,tabby,0.03382187336683273,lynx,0.029909800738096237,red_fox,0.020718013867735863
490,14730,1.539966344833374,1.4984322786331177,1.4993044137954712,1.4584088325500488,31.312637375742895,tiger_cat,0.5599256753921509,Egyptian_cat,0.03735041618347168,tabby,0.03461147099733353,lynx,0.03138246759772301,red_fox,0.019936509430408478
491,14760,1.5352848768234253,1.499704360961914,1.5023982524871826,1.4486088752746582,29.841288332975335,tiger_cat,0.5562322735786438,Egyptian_cat,0.03360575810074806,tabby,0.033424101769924164,lynx,0.027880245819687843,red_fox,0.02093973010778427
492,14790,1.5356614589691162,1.4960360527038574,1.4959391355514526,1.455340027809143,28.926998316275903,tiger_cat,0.5571230053901672,Egyptian_cat,0.035953089594841,tabby,0.03323812782764435,lynx,0.031535953283309937,red_fox,0.021367929875850677
493,14820,1.5369677543640137,1.5013374090194702,1.5018467903137207,1.4555919170379639,31.38287082115281,tiger_cat,0.5571016669273376,Egyptian_cat,0.03629902005195618,tabby,0.03315548971295357,lynx,0.030646638944745064,red_fox,0.020080367103219032
494,14850,1.5442050695419312,1.5064465999603271,1.5100054740905762,1.457090973854065,29.86681745117402,tiger_cat,0.5650497078895569,Egyptian_cat,0.03445716202259064,tabby,0.03299124166369438,lynx,0.031575191766023636,red_fox,0.020852569490671158
495,14880,1.5665956735610962,1.5147958993911743,1.5194659233093262,1.4632271528244019,30.218924326888935,tiger_cat,0.5852845311164856,Egyptian_cat,0.03648645430803299,tabby,0.03499168902635574,lynx,0.027792129665613174,red_fox,0.01865873672068119
496,14910,1.5633747577667236,1.5220931768417358,1.5234516859054565,1.45668363571167,30.58157071621867,tiger_cat,0.5814655423164368,Egyptian_cat,0.037624113261699677,tabby,0.03533152490854263,lynx,0.03006432019174099,red_fox,0.018058670684695244
497,14940,1.5566246509552002,1.5191309452056885,1.521997332572937,1.4759845733642578,27.92318477353281,tiger_cat,0.5757416486740112,Egyptian_cat,0.036857567727565765,tabby,0.036225464195013046,lynx,0.02877112291753292,red_fox,0.01904819719493389
498,14970,1.5598995685577393,1.5219767093658447,1.5245089530944824,1.4781947135925293,27.727510852865844,tiger_cat,0.578181266784668,Egyptian_cat,0.036565884947776794,tabby,0.03647729381918907,lynx,0.028215786442160606,red_fox,0.0182805098593235
